dc64dc454c1bf0deb8a0580eb31cd2ae95e430f6,0.21,0.006,31,0.021,221
c4088327b35b428a13d15ae90f95aed30c257c6d,0.55,0.340,31,0.022,221
4e8b15a78e8a50ec0d1e87b2fe59490e6275ca5f,0.21,0.007,31,0.022,220
beeff8141fa6cef120c56910769c83a0ae64fa5c,0.29,0.014,31,0.023,220
a6f6079f86c8192e0c763b6229ccc57882281530,0.17,0.004,31,0.023,219
b89c77aa41f925685d82b4a692a4c4b3450cb99a,0.55,0.342,31,0.024,219
d771cab0f89e72004ba255c0ee985f1fff7ea221,0.36,0.031,31,0.024,218
d8584821c0b84fe67a4c16acc138d3b984d200b2,0.41,0.046,31,0.024,218
ffa8347bcad94d3e5b5d54dba2abceb5d02483f0,0.45,0.066,31,0.025,218
d0a2c09b93e787a302f76a6822b6af6d63a00aac,0.36,0.031,31,0.025,217
a97a660d4290390d333966033029aa445a0dad51,0.45,0.067,31,0.026,217
e4a74cbb2a4772f817df4af97238cfc6a05aff10,0.30,0.014,30,0.026,215
5ee6a0b2a8b92aef1f66921100ba474c4ffcc540,0.56,0.345,30,0.026,215
aa7103389abc99f15c6e3787a1a4a44a500d889e,0.30,0.015,30,0.027,214
d44acc2e1d27a24bcd14add671dd8265c30c8893,0.46,0.067,30,0.027,214
c4ca67d2d0f206f1f4c4cfd03621c6750643f0ba,0.36,0.033,30,0.028,212
1c5912729c816839b998d01cc0a683a43d3bd4d5,0.39,0.039,30,0.028,210
408bf784be65ca924bc63b189e971b13e4613406,0.42,0.052,29,0.029,203
20d626af5e632faa5d4dbadf4fb841c370489706,0.47,0.073,29,0.029,203
aba6ee39a8e8e38114a30333ad35b9aa6c5c1ce0,0.31,0.019,28,0.029,201
eff32c3fa65076f7924d47ab15c58abce912d9c5,0.43,0.053,28,0.030,201
13c464a1c9362adefc3ebfb293ddf0a18dae7df1,0.43,0.054,28,0.030,201
8aa7ca3343dea5e92444c0daa97042e71a45a95f,0.47,0.076,28,0.031,201
830a5df6f77727b1173207d5f91c111a4117ecf7,0.23,0.007,28,0.031,200
ecb5dcac64c261bc51368c01ceefc8008a0f42af,0.38,0.036,28,0.031,200
12db8da5e2d5369994dedf6b36aeaf55ff0e682a,0.38,0.037,28,0.032,200
2e6262aca263ca5094de2fd55f36abb77d3c0a14,0.47,0.076,28,0.032,200
4034caf8e0a40df34e84aa6c95bf4dd6d88bf597,0.57,0.352,28,0.033,200
dedd1483ff204b1463c6a67c16ef8f32c7c4ccfe,0.43,0.054,28,0.033,199
d744e7471283489464e32f5875eb9451996c56e8,0.47,0.077,28,0.033,199
2362687fefa76545603b3f7b62925362a6c960b9,0.38,0.037,28,0.034,198
e9115ea428f9aa2d655bf967a03101b15058c0aa,0.48,0.078,28,0.034,198
d04447961c2c49559f7e4313e1caf81f239af5a1,0.51,0.317,28,0.035,198
2e99adc614af44e0a91fec0375697798d35642a6,0.55,0.338,28,0.035,198
647330fd972c8d8e4801d1e8dc57fc506eba7493,0.23,0.008,28,0.036,197
5478b920b9eebfc9d4aa239b377410333c3b13b6,0.52,0.317,28,0.036,197
f1ef0514f8c536f3cc606497e8728bc3cad0baae,0.48,0.080,28,0.036,196
c3d6986c8797bb4abb271227a4c05caee56e6ddd,0.35,0.029,27,0.037,195
4b3d9160ee13c8245665f013592667bfa49c212b,0.38,0.038,27,0.037,195
9257650747d899fe364b63c71893903a065a4a40,0.44,0.057,27,0.038,194
a540b50733bfcb9e0d6f47c4df69eb1f2f0c526b,0.48,0.081,27,0.038,194
a2893a20402c779354ebae390181861312a7ae78,0.48,0.081,27,0.038,194
0f7fe796b06016b3eaaaa903a21fcff8a9778f60,0.32,0.021,27,0.039,193
bd598a8b7ecb820187e38faa5cdc4e65c05f349d,0.38,0.038,27,0.039,193
f4e660d8a4781c8629f9d5d1effda25c575c2ef0,0.44,0.059,27,0.040,193
f002d6166c6677ab712b8caedada426fcfb330cd,0.46,0.069,27,0.040,193
f80b2a3626bded1e341799747522905363979778,0.50,0.310,27,0.040,193
46a69a114cb7e8149724f51730c74f545220ab15,0.48,0.082,27,0.041,192
61ca93b6de1875584e9b598f6927c5d16d891da4,0.58,0.362,27,0.041,192
8c8b9e7b5ea09759ddcd5fa09adfc7943b558bcb,0.61,0.392,27,0.042,192
f8c41152adfa962292c52434e6e0ffa02cbb04ef,0.40,0.042,27,0.042,191
dc5f0c77ebbacf234f4896154c36e98274b85573,0.49,0.083,27,0.043,191
bfb350abffbc034aade9c158be0844c2a8235462,0.49,0.083,27,0.043,191
e582ac5c5524be4188d7aa7f51e27b8be577f231,0.44,0.059,27,0.043,190
ad4d10f7aad90196964ea67eb0a173b6a8d5f92e,0.53,0.320,27,0.044,190
c7b1d078de24c3c8d1abbdc9eaa4d3e5e63bec3c,0.59,0.363,27,0.044,190
661f40a578847cc8aec90ced9910124fe2d96635,0.32,0.021,27,0.045,189
654174097f98cf771d16396d9dd021c68128ee9f,0.49,0.085,27,0.045,189
9dc5a11822a75b3ffd30937e810d9a8a0379e76d,0.24,0.009,26,0.045,188
2198387dfd3a8a2f3e26aab31601aced9aacb39c,0.41,0.047,26,0.046,188
707357811f5a4492d8b8cdb4234bc14913b8fa06,0.49,0.086,26,0.046,188
a39c3c113d0af15eff64c41f15b623ff77348c4c,0.59,0.366,26,0.047,188
06e3d4ba4f043cef8be31f4bd220cefdbd7bec4f,0.39,0.040,26,0.047,187
d7980b2b27004ec6c9b27b51f3dd55695d6e1add,0.49,0.088,26,0.048,185
372264d61eeecf92bc1d762d8d293df7420a5eb1,0.49,0.088,26,0.048,185
09ee9f298def8eadf10d66348683cfd6dee8c459,0.59,0.369,26,0.048,185
5044fd84c35463cc3966c1b70a10a9ecb408a722,0.57,0.348,26,0.049,184
3df1432380ef9a63f3abd223cb306d4bc3ead857,0.59,0.372,26,0.049,184
850d1e2fa11eb2d709e2bbfde5f8eb017e30e437,0.61,0.394,26,0.050,184
901c8251b54dbcd61f075ada333cac0b25757399,0.33,0.022,26,0.050,183
ff732fe888e3e778af81ee7d867867415d28574d,0.45,0.066,26,0.050,183
a51797f3993e1e2432d99f5f3048ab34772f27ea,0.50,0.090,26,0.051,183
4093f8cff4954f0dcc6f5af9c6c8f7869888c2ca,0.53,0.325,26,0.051,183
65ce86093d4dffabeabd11f637d34caea7d53d44,0.62,0.411,26,0.052,182
08a66a4079f3922dbd779843ee32efb6b5b5a206,0.57,0.349,25,0.052,181
3205450aa3e43e277d42731d10be73d0a72365dd,0.60,0.376,25,0.052,181
6621f6fd59c834a702ff9014698c12f8b8ab7b8b,0.28,0.013,24,0.053,174
7ff871ae858e9a9c67fbe30c5538c6fffc8acf42,0.46,0.069,24,0.053,174
dfa23f0cec6c16cd7d4c270bfa0de523662e8062,0.51,0.314,24,0.054,174
4b4d4ec38b0acbc6c75e79ffe80cac595080a636,0.51,0.314,24,0.054,174
e6465d33eb30a7ed7a699c9e019713abc9f29cf9,0.58,0.356,24,0.055,174
2522398567283b385bcea5369df62d8c9becd4c7,0.41,0.047,24,0.055,173
79b95c052ba5ea3d09f6a0f05a2dabb7fcc878d3,0.51,0.315,24,0.055,173
63ece24d9aeb9c137f27b8c639477658a0616821,0.34,0.028,24,0.056,172
22006340bd1f0bbf78ef40caa2989c81835e9946,0.47,0.071,24,0.056,172
34f226e994b0596d3b0d539567b56c5debef28ac,0.51,0.316,24,0.057,172
ffc5b515eab9c9681257557809508a7d6e2b193f,0.55,0.339,24,0.057,172
f1355bb0a2f07cb2a09a0369c991b21bc8fcb8ee,0.55,0.340,24,0.057,172
715c81391a938fd79b87cb9798e0b767e3adc4d3,0.61,0.396,24,0.058,171
90ee143855051d29e77ee698aa395dde212ef259,0.61,0.397,24,0.058,171
d31308e7291d6645d1e7ca8600330af6b8eaba21,0.55,0.343,24,0.059,170
a83500c723aa0c8d5afeaa8d330dab82c9642eba,0.61,0.399,24,0.059,170
29ab882cce204c35066ce9e15a04b9d298f20544,0.66,0.466,24,0.059,170
482cc0098d11723775b56ea3628a13050c40f77e,0.42,0.048,24,0.060,169
44821b170733bb5def16d80b8364c11bb60223ce,0.47,0.073,24,0.060,169
4fc25556f4be7cadc9cd4c566b51ab85902a32ee,0.47,0.074,24,0.061,168
8c6667b3c61b39c8409ce39b13c515089d164348,0.59,0.364,24,0.061,168
bff31ad7c3a920aad3cb53c6ed640dfcf4d9d55e,0.52,0.318,23,0.062,167
30bae21338856926ca877a9eac1f970e24119b95,0.57,0.351,23,0.062,167
77837cfd1b993dff2e314f43673fb970bb2a95b6,0.59,0.367,23,0.062,167
30a028ddc6aacc3f1518fa16c181c19d345cb89b,0.56,0.345,23,0.063,166
2c69e210c1d1078248e8e2e833a126ebb0126b1c,0.62,0.406,23,0.063,166
cb9ac74cfb515bc1c9362f4abcea150ad27243d9,0.35,0.030,23,0.064,165
d2909e7e36e112ce9905641c9ace5ce2040da57c,0.48,0.078,23,0.064,165
a3a7bcfd06d666d26d6cc249f341e630f6086dfd,0.62,0.408,23,0.064,165
450689c8c04e441fb45a8f6f39f9722620f423ea,0.48,0.079,23,0.065,164
127cdbe9ef82dac26e7e0b54b916a3e1a5f88cd6,0.59,0.370,23,0.065,164
3be0bd38ec9a7e5820866fd47948292e414b2f99,0.62,0.410,23,0.066,164
73d37a4b108f7c7ad51632811fbe434912dbbaa5,0.48,0.081,23,0.066,162
2b91ca607e0fce418372e3124e1eee47a7467503,0.60,0.374,23,0.067,162
913efbf804a77d5016a6939b1efefdf6f69b9085,0.61,0.389,23,0.067,162
2d859657f380d10283a819eccadbf703462dd898,0.36,0.032,23,0.067,161
f3fc807d498da9cbc1f2b6b6ef8ea727b35bf220,0.37,0.036,23,0.068,161
78ce97ecfbe9ec954ae06ed9fab29d5e76d399c0,0.48,0.082,23,0.068,161
b77e1876b0369930c983c45d9cb8877b0b9478fe,0.63,0.415,23,0.069,161
31d010f52a14607fe1a694f8571a97d7316a03bf,0.53,0.324,22,0.069,160
d1d8be3455af8a4117db112c6d9e948029f2bd90,0.49,0.084,22,0.069,158
b4dc3930283fc1db66475b930be235e541cff9d9,0.53,0.325,22,0.070,158
369ebee7aa56c9c44ed60ae41746a82dab291463,0.60,0.381,22,0.070,158
24a68476a6c182a2cb1eb35d69bf15562ed79212,0.63,0.421,22,0.071,158
2e37bbef902773a334941ee9386ecd088dd4abba,0.43,0.055,22,0.071,157
1edcd865b63581d395d90ddcb3c894ce179323e1,0.43,0.056,22,0.071,157
5ed6f69ebb6b1c2a75d96528d1647d2b13a85214,0.49,0.086,22,0.072,157
4da1f25b808b7327b295864498148b709f758cf8,0.57,0.350,22,0.072,157
533649641a1bc997ba81030f4b100ed555ce4cc0,0.60,0.383,22,0.073,157
e09291c013c180ad65a496625179d5396fa6c281,0.54,0.327,22,0.073,156
5522005263b9aa8e0b266047e73c77b555438a01,0.61,0.386,22,0.074,156
5b884458bd89aeff6d5c1bfd8e2b34360ce94f55,0.28,0.012,22,0.074,155
4db88bc72bd72ae0d55f3045ec3ec791662fff24,0.54,0.328,22,0.074,155
7b4f573bed9d639f2f8ac500d9e70490a1dc0d63,0.58,0.353,22,0.075,155
283785048d7b87d9931ef533329e967e0a1b77c4,0.61,0.390,22,0.075,155
1fb19e6739cec9ff083a2f56ecc3cdc39ae3aaff,0.64,0.427,22,0.076,155
a5ab39849fa9a09615d0f8e4f7a1a2caf42eb20b,0.54,0.328,22,0.076,154
336f4518ee9f7d033948d234d4e60a6045b1bf76,0.54,0.329,22,0.076,154
e34e4890299184a14474e69cfc461efd4939921b,0.64,0.429,22,0.077,154
884f6dd6b844159f6939e285e6cdf9d8f2cb9e39,0.50,0.088,21,0.077,153
9ad7b1afa4eb8d5bcabdddd91d2eb0f5ad8a99e4,0.54,0.331,21,0.078,153
5e324830712bccb3b6a703855809326d03e9bb89,0.54,0.332,21,0.078,153
93e577aa9a5e635847243caa60a958b9a7805f7b,0.61,0.394,21,0.078,153
13328ddb8542000f0f4763c396c66836cc7dd533,0.54,0.333,21,0.079,152
ceebe3ab092585d3d1fc524975b18e75e7da5d26,0.54,0.333,21,0.079,152
9efd7ac03fae0ebd3e79b971539a912fd789d93d,0.61,0.394,21,0.080,152
413576bf8a99461335dc3f04e1bf248f891e5f56,0.70,0.556,21,0.080,152
8f6b8a321ef9c267435dc521735615ec25c6da45,0.28,0.014,21,0.081,151
e47664d91ada99fda76ad9ec2ce8af68b118779e,0.44,0.060,21,0.081,151
0a08562f16ff46ccde48782446b5c6e29b7b38ed,0.50,0.090,21,0.081,151
0825abd72a38039a8750e85c74e5a4b39d05afc1,0.54,0.334,21,0.082,151
684dde9f8d1ea6492fe693240d7dc9b8c87d1011,0.61,0.399,21,0.082,151
c20bb70c3d58a884b5441325c85db0bd17114acf,0.63,0.425,21,0.083,151
d2302497e15253e6a88162b9b11a6672282daef7,0.64,0.435,21,0.083,151
ac4033c1f3594312208d65ef80fc338fdd4e546f,0.55,0.340,21,0.083,147
caf4371954dc8d80e5d158b15e6f1e5701177e4f,0.55,0.341,21,0.084,147
dec304b7b503cc2326b81dd531f7d77fc004d553,0.62,0.407,21,0.084,147
98da8f8efbb669f6e2646fb4801cbc933431e593,0.65,0.444,21,0.085,147
906f512c84a99b9350b55c0991b509ef5c5d58e9,0.30,0.015,20,0.085,146
169a8a5140eeb558ce5b8de7ef2e60868a78f612,0.55,0.342,20,0.086,146
36e7d35e57db87f32d6d6472c05910ecf8e6f2ed,0.65,0.447,20,0.086,146
7e6b23f47550a90e70ee5f829fa1c6a86c2b7e4b,0.69,0.538,20,0.086,146
b24485eb5c4724a985ff358c3c692b7390085da5,0.57,0.351,20,0.087,145
3a5c466cd4d3a3904b8f62d94c0d2f6b5d67232b,0.62,0.411,20,0.087,145
875af3cbbf3cb6dea212867b092e8ddfc4701fda,0.56,0.343,20,0.088,144
01cfe3f117ec5ef7b07373d13821179e30b7eacd,0.63,0.412,20,0.088,144
e8fa1386a334c0bcb01ed6291537f5f54416b9e9,0.63,0.415,20,0.088,143
c4af0b25917ef4eb96b2463857b1373c22ca9df4,0.63,0.416,20,0.089,143
dd97cbae2db09678c5c4a22a5521045b7a7556f6,0.63,0.416,20,0.089,143
27ef31422b1601389088efc0de7a1c381871afed,0.63,0.418,20,0.090,142
defb12d20ddbb2158fba5898a203ad3f96b9ccbf,0.65,0.454,20,0.090,142
aa02324ef0e0fb1cea4fe40921c19924f127b077,0.66,0.456,20,0.090,142
7f696d63efe14faf51439be67698326cb60637f1,0.72,0.576,20,0.091,142
7976a52dfee891244318f0acc96add438302d864,0.30,0.016,20,0.091,141
5299c15df727fc593206d318fe484559b7f23ea2,0.60,0.375,20,0.092,141
a41aa60c7b7d0390754b6e8ab66b149cd49c5582,0.60,0.375,20,0.092,141
e49ecf60a286c4a7063d26675e686a5910b96ad9,0.63,0.420,20,0.093,141
06e956911f2cd5bcc5b33e4f11dee386487f5eef,0.63,0.420,20,0.093,141
842ea8819f12024952e64cc589e204f870705225,0.66,0.457,20,0.093,141
67c54dc449ee60388e339a4383829d97b52b83d5,0.66,0.458,20,0.094,141
ab1d773eebc17991e79ca4b8fc0b32d8ec8ff48b,0.30,0.017,20,0.094,140
d60797be303f65fc71ded07d6493adcf7806cd10,0.39,0.040,20,0.095,140
fac32514d61debffc846b1dda48af3e868255d45,0.39,0.040,20,0.095,140
f0fe8bb51623b2fbc86a3442dfb9720c928e6375,0.52,0.318,20,0.095,140
65c24b55339648c8dc5f0531f17bf155175109e0,0.56,0.347,20,0.096,140
728de70c294197e5370212c13845efc65e8571bc,0.63,0.421,20,0.096,140
6a6a542d5c5357b40f8c7b311ca0a5074d4fd85a,0.63,0.422,20,0.097,140
3c489b90fbef2dd66bf9e148083afefccf2cb6b7,0.66,0.459,20,0.097,140
e7835e799d95d1e738b390c450e457ac8670d6bb,0.68,0.511,20,0.097,140
e86532d8f31cc199fb8c76ef7376671a701ec303,0.72,0.582,20,0.098,140
7d6bf49e205e3ddb8afeefc08b0a85f4858bb954,0.63,0.424,19,0.098,139
854d35f87ec373b6ecbf8b6f151af063e5a6a3fc,0.68,0.522,19,0.099,139
436cec7a5c3054ba28075c44609a63835adc8ddd,0.60,0.382,19,0.099,138
9e8889254dcb85deefdafb0e6a6ac395a1797fd4,0.60,0.382,19,0.100,138
15393ee7dfae3e61f9741e690f58858796124e93,0.40,0.042,19,0.100,137
d8882f1790ce6434b8d13be79bacd04999fbc30a,0.40,0.043,19,0.100,136
fcff5cca13f1e527d4e2512fb8af9bf68f095085,0.47,0.071,19,0.101,136
5d4449bdb052156d198f63e936207da4758acd5b,0.52,0.320,19,0.101,136
291902b70347ba568df7a3f594a2e7e7711e6fd2,0.57,0.349,19,0.102,136
5a500fbd92ef5ecb3a294e8ae360b7dc8f5fce65,0.64,0.430,19,0.102,136
4551ca2971a26e55924c8a971c8f782d239554c4,0.31,0.018,19,0.102,135
b3b62fd1941628390c41dadd800fc9438233fdda,0.43,0.053,19,0.103,135
b9a26bc511a658c030ad2c3e6f8d9d053f52b0df,0.47,0.074,19,0.103,135
50034f9825f6edba9370b451493b5ff450ed2baa,0.67,0.475,19,0.104,135
9849acd26800fc8802e6cdfb0bc1ea500d89956d,0.73,0.594,19,0.104,135
f026e4c141b2cdca7eb332b464a06e2707a750e9,0.47,0.075,19,0.105,134
1076b8d3f002676c3372acec059a10bba359b670,0.53,0.323,19,0.105,134
c7f6bfe14536f313180995a3a2c1dcfcdbfa2c12,0.61,0.393,19,0.105,134
830d6a4f32e6f6c36238aa537217a7d8d057c380,0.61,0.393,19,0.106,134
d6e6454b4fe27cf2bb00fa4258f364d982764304,0.67,0.481,19,0.106,134
a7c314dd0852e2ec009913b48216dc6a9480789a,0.67,0.482,19,0.107,134
6134eaa5bc2b9cdef5b893ea19998a4a04ea2fb3,0.40,0.044,19,0.107,133
860d900512333c284e87e7fcb74830a0e06bbef5,0.40,0.045,19,0.107,133
788202ca07cb256bb7cf15c302c45a677d573d63,0.47,0.076,19,0.108,133
62aebfa9fe3ec3ab026507c8190a7e58dd0c0f75,0.47,0.077,19,0.108,133
08076de9d3e1377e711ff80534b86e0e1976cd52,0.67,0.485,19,0.109,133
8b713fdf49dfd363b11c08ea9119da031aba5a05,0.71,0.573,19,0.109,133
f0a1b1bdce75d6334503718faa57a419c42c9d9d,0.36,0.032,18,0.109,132
f8bc0228e8217feb38ff950851a56cadbb22adc4,0.61,0.400,18,0.110,132
ecf97de2dbf8a88a21a9d4bec293f9daa00c33de,0.68,0.502,18,0.110,132
9f651a266ff165fe2f85faf5d659c7a4e51dfce1,0.67,0.490,18,0.111,131
425399dbb975c32a75f61c41e0006314400441c5,0.67,0.491,18,0.111,131
1a4c867d341dadee7c3e36d1508abd04d0fde491,0.67,0.491,18,0.112,131
d30d1196db8009ec63c710677e9df39ef3a8ff11,0.73,0.607,18,0.112,131
9d8b8869a7d626534bbaa9a10ee72d081aac121b,0.54,0.326,18,0.112,130
ce1c2309ac9c4241f6d386f102e6c1bd5c4b6dd7,0.65,0.446,18,0.113,130
42b0c1be76c090d22b3bae8e24fd89722f962502,0.65,0.446,18,0.113,130
edb063670cac5fc84a8c2e7eab4c2394f0842dfb,0.67,0.492,18,0.114,130
a54352455d727fbb879ce1f7dc3e58012ac11ba9,0.68,0.500,18,0.114,130
a37f8ce0f52d035215d77aaa78292c5a5f27f3db,0.70,0.546,18,0.114,130
4db1c8c07256029588dfa9f8a2b523aa75f9a331,0.72,0.577,18,0.115,130
bce782041d849577c687404101dc5383d6a30807,0.73,0.609,18,0.115,130
0b7f552c930a2daea97c327df18527f10edd13c3,0.58,0.358,18,0.116,129
bede7bff7277eb101368f82cf825af6a2b15337e,0.58,0.359,18,0.116,129
a9ef6ed050b54c9cc97f58632f9b8299316eb936,0.68,0.501,18,0.116,129
5716628dc067f8f570dab3f1c5357edc3fbe69bb,0.54,0.330,18,0.117,128
067ca8ee2caeeea2d01152b6580604d8847e8472,0.58,0.361,18,0.117,128
01d7c2ab153c5ab70c5c4f5ed53818f4826463ff,0.58,0.361,18,0.118,128
502ac0c25a51d32ce9c748706aa946e4374c23e0,0.68,0.504,18,0.118,128
116dd99f55f68ace5b660dcc51045cf00ef62a5a,0.49,0.084,18,0.119,127
bf083522966878b8f1bad15cf286008659da44a6,0.59,0.363,18,0.119,127
d5997eb5a499ae4d720f394d020168fd26e0a450,0.62,0.411,18,0.119,127
b2509b10ed97be7343e1a471d125feefb350a962,0.68,0.505,18,0.120,127
e334e21f34baf84c0fdc686f80d3f5846899bc4c,0.68,0.506,18,0.120,127
468b2d22f3a1c9deb73e20ab3b538d835fb6b655,0.68,0.506,18,0.121,127
e5c82d44049a9040d58b74f7b6370e63e4c6cd35,0.68,0.506,18,0.121,127
8a9dab227b030f0a04316d6b73289d2bd82ac962,0.68,0.507,18,0.121,127
62fe5b6744f17b9ba8b06ccbe1d4da21a8946521,0.68,0.507,18,0.122,127
c0c1d81c8575ffd09197f2d14c5d7f4f094f0980,0.74,0.618,18,0.122,127
a9f88b53e0482689645dcb44f4917e19f75dba20,0.75,0.646,18,0.123,127
79bed8f33f7e9f415813b4aa55ee03c0cf16c05a,0.66,0.456,18,0.123,126
fd3c89735ca8037aa7d605f644afd4ba00e40745,0.68,0.511,18,0.124,126
f368e45cffb9697c998132bf4aca00ef2d9d8bf4,0.68,0.512,18,0.124,126
ead64d1ef17a6cbb086179ba397a2f3f377b887b,0.68,0.513,18,0.124,126
2f9ac9b1a328b816dd9f08fdaaf84c495ca55053,0.70,0.557,18,0.125,126
d179fc27749700216bed56bd09e5e0d8de3d6701,0.32,0.021,17,0.125,125
e9c5c66b7b282954fa96268e3110c24f5ed47f8b,0.55,0.335,17,0.126,125
b692eb6062b209615cd3b52016b9b6f7e65824ff,0.63,0.416,17,0.126,125
4f1c167d3dcf54352bbe255939bd1f91f55438b6,0.63,0.417,17,0.126,125
dcc43b587c1c1da61ea11c50d1f22a11b0fdcc78,0.68,0.522,17,0.127,125
6b5525e345535dc5044fd9c3f0da8a2da40a07a5,0.68,0.523,17,0.127,125
aece7319a003b2aa74d443d364ba0db9b3a947de,0.68,0.523,17,0.128,125
b8bfe9b797ae4912790291b5f36f244767b3fa8d,0.71,0.562,17,0.128,125
d36e54911921f1994e65b6538945c5e75691e8f9,0.74,0.620,17,0.128,125
1c0a3e8021df33133386199df0f2cd5b1d016bfd,0.49,0.087,17,0.129,124
9c61a2ba0b95b6eddb5ba2966292c661b53c04da,0.59,0.368,17,0.129,124
9f5f7fe4652810b71027a96ab30b70cb05040f0a,0.59,0.368,17,0.130,124
be30689b8dec46a90d02c53c5b32eeffb227d943,0.63,0.418,17,0.130,124
282d30a0e9a02da65e3dd22e4227acb49ef6a1d8,0.63,0.419,17,0.131,124
8c546c5dbdb07846bc29b3f96e37a130ddc8054d,0.69,0.525,17,0.131,124
1dee9cf5a8d87a3a64954d08a94a1a4f5df31532,0.69,0.525,17,0.131,124
28d8783307c09af9798e4e1880e837094d8c776f,0.74,0.622,17,0.132,124
4b3a2f1e8c42c9829c32e712fdaf3d3c17edfe8b,0.55,0.339,17,0.132,123
038bc97a4c41dd9552267c1f93bb3fef8db76276,0.59,0.371,17,0.133,123
30cc9b8a9fe512c684ea66c4c9517ebcacebca0b,0.69,0.526,17,0.133,123
25639a54e49476059bc6700e886523c65d3adc9d,0.69,0.527,17,0.133,123
