5a277365032235cb18c42a31bf5d447c3f088dbe,0.90909091
d5c5bee80d5fb19deac381100896a5762f1f05c6,1.45780051
56cd120763b477a35249628e05523e33374cdd44,0.94444444
a074df17e0896a6d6b9572b02f9cf55a488bb84e,1.56453716
2af945a090a61083b4609d29852a812dff9bbdc1,1.19700748
1f1b591908342a18ab38b838b3e5c8dc35afcad9,1.06598985
60ae3f8079b806a7ccd8f476903467b64f2f8207,1.09375
4015e0a98421d16b03e3c19b5fd4e52f97ee8449,1.01941748
20d9f65b0c2c0cfc6afcc34b390eb81f677382e1,1.0607908
bd73e306834c0f8635420c5b4a589ac90e4b319c,1.06598985
267bdf9e964889a019e30353b91f6881882874e5,1.05
9784c19f09a0832a9c6e034b39debdd0d8c2f687,0.97256858
b4190e0c7e76260573ed6d42e1004900445a3c81,0.98734177
57f164e0e777f0350ded5647751e9bfb093dbc27,0.99744246
9a8aba532404393b048ac6442383894fc9bfd641,0.86187845
7b7b51b01fda032cf502a8dce9f9d285d0d45273,1.0436904
2581c18b671e751f066eac4dee69eb9e3b05d733,0.975
035a204d953cbf172832c707b4803eae01a73003,0.96774194
ce63f458ed6515f164a543801484da6ebefb4636,0.94202899
b5c5be07262db2f5829a886b070a9d57593378b8,0.90883074
ad2784af540b23eeed727d125a0111c481f561b6,0.99236641
496c2d539117369d1eb2dfe86c2d06154ec80faa,0.91457286
6465d2f9663f4f49bf7c1f3648a9f301f7c608fa,0.98984772
81c1b87ff53147eb815d2bb7e3eb319465805fe5,0.96774194
ad024e7cf222a5f5956b40c0f5e1039930344cc4,0.79331733
f61781e89ef9c7dd1415ab69c04c16bea04874d9,0.94202899
32ba2c16dbb1bb007770425919b671f5d2fa0787,0.96296296
1f917cb35ac79e39b2fd75b3037376fe0a025996,0.94660194
487e58a47aeb879899774cbbf0c02fadeb3acb51,0.94736842
5bc44a5617af625e2a4e0f7b5ac9f2bbe167c6ec,0.89552239
ea8c9edf99db2213b934e9a2fe41b925db51d49e,0.91370558
32f73e18824dbb7f72f3ee166a1eded4a066fcd4,0.87378641
749bffc12341ad3af3f0699b9355d4637947456c,1.06824926
64485224c5960cf8a9cb37bb83cfec0ac18f9803,0.86956522
9a05b01edef187b754423e8a223b685a3183f574,0.92071611
